datetime, temp, humidity, windspeed, visibility, rain, snow
2013-07-09 00:51:00,77.0,66,-9999.0,9.0,0,0
2013-07-09 01:51:00,75.9,69,4.6,9.0,0,0
2013-07-09 02:51:00,75.0,71,3.5,9.0,0,0
2013-07-09 03:51:00,75.0,71,0.0,9.0,0,0
2013-07-09 04:51:00,75.0,73,3.5,8.0,0,0
2013-07-09 05:51:00,75.0,71,3.5,7.0,0,0
2013-07-09 06:51:00,75.0,73,0.0,7.0,0,0
2013-07-09 07:51:00,75.0,76,5.8,6.0,0,0
2013-07-09 08:51:00,78.1,66,0.0,7.0,0,0
2013-07-09 09:51:00,80.1,62,0.0,7.0,0,0
2013-07-09 10:51:00,81.0,62,0.0,6.0,0,0
2013-07-09 11:51:00,84.0,61,6.9,7.0,0,0
2013-07-09 12:51:00,87.1,53,4.6,7.0,0,0
2013-07-09 13:51:00,84.9,57,5.8,7.0,0,0
2013-07-09 14:51:00,84.0,58,6.9,7.0,0,0
2013-07-09 15:51:00,84.9,57,4.6,7.0,0,0
2013-07-09 16:33:00,79.0,74,15.0,0.8,1,0
2013-07-09 16:46:00,75.2,94,3.5,2.0,1,0
2013-07-09 16:51:00,77.0,90,0.0,3.0,0,0
2013-07-09 17:51:00,79.0,72,3.5,6.0,0,0
2013-07-09 18:51:00,81.0,62,4.6,7.0,0,0
2013-07-09 19:51:00,82.0,62,4.6,6.0,0,0
2013-07-09 20:51:00,81.0,67,-9999.0,5.0,0,0
2013-07-09 20:55:00,78.1,79,4.6,1.8,1,0
2013-07-09 21:03:00,75.9,91,5.8,3.0,1,0
2013-07-09 21:51:00,75.0,82,3.5,8.0,0,0
2013-07-09 22:51:00,77.0,74,0.0,9.0,0,0
2013-07-09 23:51:00,78.1,68,3.5,8.0,0,0
