datetime, temp, humidity, windspeed, visibility, rain, snow
2013-12-17 00:51:00,26.1,47,0.0,10.0,0,0
2013-12-17 01:51:00,27.0,41,4.6,10.0,0,0
2013-12-17 02:51:00,27.0,45,6.9,10.0,0,0
2013-12-17 03:51:00,27.0,45,4.6,10.0,0,0
2013-12-17 04:51:00,28.0,47,5.8,10.0,0,0
2013-12-17 05:37:00,27.0,47,5.8,4.0,0,1
2013-12-17 05:51:00,27.0,53,6.9,4.0,0,1
2013-12-17 05:56:00,26.1,60,3.5,1.8,0,1
2013-12-17 06:51:00,25.0,78,3.5,1.0,0,1
2013-12-17 07:23:00,25.0,81,5.8,0.8,0,1
2013-12-17 07:46:00,24.8,80,8.1,1.0,0,1
2013-12-17 07:51:00,25.0,78,9.2,1.2,0,1
2013-12-17 07:57:00,25.0,78,5.8,2.5,0,1
2013-12-17 08:04:00,25.0,78,8.1,6.0,0,0
2013-12-17 08:35:00,26.1,78,10.4,4.0,0,1
2013-12-17 08:51:00,26.1,78,6.9,3.0,0,1
2013-12-17 09:32:00,27.0,78,6.9,3.0,0,0
2013-12-17 09:51:00,27.0,81,4.6,2.5,0,1
2013-12-17 10:00:00,27.0,81,8.1,4.0,0,0
2013-12-17 10:12:00,27.0,81,4.6,6.0,0,0
2013-12-17 10:51:00,28.0,81,10.4,5.0,0,0
2013-12-17 11:12:00,28.0,81,8.1,1.8,0,1
2013-12-17 11:23:00,28.0,81,8.1,0.5,0,1
2013-12-17 11:51:00,28.9,82,10.4,0.5,0,1
2013-12-17 12:44:00,30.0,82,6.9,1.0,0,1
2013-12-17 12:51:00,30.0,85,4.6,1.2,0,1
2013-12-17 13:05:00,30.0,85,4.6,0.5,0,1
2013-12-17 13:18:00,30.9,85,8.1,1.0,0,1
2013-12-17 13:25:00,30.9,85,6.9,0.5,0,1
2013-12-17 13:51:00,32.0,85,11.5,1.2,0,1
2013-12-17 13:59:00,32.0,85,5.8,3.0,0,0
2013-12-17 14:51:00,30.0,85,0.0,4.0,0,0
2013-12-17 14:58:00,30.9,82,4.6,2.5,1,0
2013-12-17 15:23:00,30.9,85,6.9,3.0,1,0
2013-12-17 15:31:00,30.9,82,4.6,2.5,1,0
2013-12-17 15:46:00,30.0,85,5.8,3.0,0,1
2013-12-17 15:56:00,30.0,85,4.6,2.0,0,1
2013-12-17 16:03:00,28.9,85,-9999.0,1.2,0,1
2013-12-17 16:16:00,28.0,85,5.8,0.5,0,1
2013-12-17 16:36:00,27.0,85,5.8,1.8,0,1
2013-12-17 16:40:00,27.0,85,5.8,3.0,0,1
2013-12-17 16:51:00,27.0,85,9.2,5.0,0,0
2013-12-17 16:58:00,27.0,81,-9999.0,7.0,0,0
2013-12-17 17:51:00,26.1,81,4.6,7.0,0,0
2013-12-17 18:25:00,26.1,81,5.8,10.0,0,0
2013-12-17 18:51:00,26.1,78,8.1,10.0,0,0
2013-12-17 19:51:00,25.0,78,6.9,10.0,0,0
2013-12-17 20:51:00,25.0,78,8.1,10.0,0,0
2013-12-17 21:51:00,25.0,78,3.5,10.0,0,0
2013-12-17 22:51:00,25.0,78,6.9,10.0,0,0
2013-12-17 23:51:00,24.1,77,3.5,10.0,0,0
