datetime, temp, humidity, windspeed, visibility, rain, snow
2013-07-12 00:51:00,77.0,54,4.6,10.0,0,0
2013-07-12 01:51:00,75.9,60,6.9,10.0,0,0
2013-07-12 02:51:00,73.9,66,-9999.0,10.0,0,0
2013-07-12 03:51:00,75.0,62,8.1,10.0,0,0
2013-07-12 04:51:00,73.9,62,6.9,10.0,0,0
2013-07-12 05:51:00,73.0,66,5.8,10.0,0,0
2013-07-12 06:51:00,73.0,64,8.1,10.0,0,0
2013-07-12 07:51:00,73.0,66,9.2,10.0,0,0
2013-07-12 08:51:00,73.9,66,9.2,10.0,0,0
2013-07-12 09:31:00,73.9,64,16.1,10.0,0,0
2013-07-12 09:51:00,75.0,64,15.0,10.0,0,0
2013-07-12 10:51:00,75.0,64,17.3,10.0,0,0
2013-07-12 11:51:00,75.0,69,13.8,9.0,0,0
2013-07-12 12:51:00,75.0,69,13.8,8.0,0,0
2013-07-12 13:51:00,73.9,73,10.4,8.0,0,0
2013-07-12 14:51:00,73.0,81,5.8,7.0,1,0
2013-07-12 15:27:00,73.9,79,8.1,8.0,0,0
2013-07-12 15:51:00,73.0,79,8.1,6.0,1,0
2013-07-12 16:51:00,73.9,76,10.4,8.0,0,0
2013-07-12 17:51:00,75.0,76,6.9,7.0,1,0
2013-07-12 18:51:00,73.0,87,6.9,6.0,0,0
2013-07-12 19:29:00,73.0,87,6.9,4.0,1,0
2013-07-12 19:51:00,72.0,91,4.6,5.0,1,0
2013-07-12 20:03:00,72.0,91,5.8,3.0,1,0
2013-07-12 20:12:00,71.1,93,9.2,2.5,1,0
2013-07-12 20:21:00,71.1,90,11.5,4.0,1,0
2013-07-12 20:31:00,70.0,93,8.1,2.5,1,0
2013-07-12 20:39:00,70.0,93,12.7,2.0,1,0
2013-07-12 20:46:00,69.8,94,12.7,1.5,1,0
2013-07-12 20:51:00,69.1,93,11.5,1.5,1,0
2013-07-12 20:58:00,69.1,93,12.7,3.0,1,0
2013-07-12 21:51:00,69.1,93,9.2,5.0,0,0
2013-07-12 22:04:00,69.1,93,8.1,2.5,1,0
2013-07-12 22:12:00,69.1,93,12.7,4.0,1,0
2013-07-12 22:51:00,68.0,93,13.8,4.0,1,0
2013-07-12 23:51:00,68.0,96,5.8,4.0,1,0
