datetime, temp, humidity, windspeed, visibility, rain, snow
2013-06-26 00:51:00,75.9,82,0.0,8.0,0,0
2013-06-26 01:51:00,78.1,71,3.5,9.0,0,0
2013-06-26 02:51:00,77.0,74,4.6,8.0,0,0
2013-06-26 03:51:00,75.9,71,8.1,10.0,0,0
2013-06-26 04:51:00,75.9,69,6.9,10.0,0,0
2013-06-26 05:51:00,75.0,69,4.6,9.0,0,0
2013-06-26 06:51:00,73.9,73,0.0,9.0,0,0
2013-06-26 07:51:00,75.9,67,5.8,9.0,0,0
2013-06-26 08:51:00,78.1,64,-9999.0,10.0,0,0
2013-06-26 09:51:00,80.1,58,5.8,10.0,0,0
2013-06-26 10:51:00,82.9,54,4.6,10.0,0,0
2013-06-26 11:51:00,82.9,51,6.9,10.0,0,0
2013-06-26 12:51:00,81.0,60,4.6,10.0,0,0
2013-06-26 13:51:00,80.1,60,4.6,10.0,0,0
2013-06-26 14:51:00,81.0,58,4.6,9.0,0,0
2013-06-26 15:51:00,82.9,56,5.8,10.0,0,0
2013-06-26 16:51:00,82.9,54,5.8,10.0,0,0
2013-06-26 17:51:00,82.9,53,-9999.0,10.0,0,0
2013-06-26 18:51:00,77.0,71,0.0,1.0,1,0
2013-06-26 18:57:00,73.9,87,3.5,4.0,1,0
2013-06-26 19:51:00,77.0,76,0.0,9.0,0,0
2013-06-26 20:51:00,75.9,79,4.6,9.0,0,0
2013-06-26 21:51:00,78.1,74,0.0,9.0,0,0
2013-06-26 22:51:00,79.0,69,0.0,10.0,0,0
2013-06-26 23:51:00,75.9,76,3.5,8.0,0,0
