datetime, temp, humidity, windspeed, visibility, rain, snow
2013-09-08 00:51:00,71.1,49,4.6,10.0,0,0
2013-09-08 01:51:00,71.1,51,-9999.0,10.0,0,0
2013-09-08 02:51:00,69.1,58,5.8,10.0,0,0
2013-09-08 03:51:00,69.1,61,5.8,10.0,0,0
2013-09-08 04:51:00,68.0,61,3.5,10.0,0,0
2013-09-08 05:51:00,68.0,63,3.5,10.0,0,0
2013-09-08 06:51:00,68.0,63,4.6,10.0,0,0
2013-09-08 07:51:00,69.1,61,5.8,10.0,0,0
2013-09-08 08:51:00,70.0,61,3.5,10.0,0,0
2013-09-08 09:51:00,73.0,59,-9999.0,10.0,0,0
2013-09-08 10:51:00,75.9,56,5.8,10.0,0,0
2013-09-08 11:51:00,-9999,N/A,6.9,10.0,0,0
2013-09-08 12:51:00,81.0,49,4.6,10.0,0,0
2013-09-08 13:51:00,80.1,48,4.6,10.0,0,0
2013-09-08 14:51:00,80.1,42,9.2,10.0,0,0
2013-09-08 15:51:00,80.1,40,9.2,10.0,0,0
2013-09-08 16:51:00,79.0,38,8.1,10.0,0,0
2013-09-08 17:51:00,78.1,29,8.1,10.0,0,0
2013-09-08 18:51:00,75.0,28,5.8,10.0,0,0
2013-09-08 19:51:00,73.0,31,3.5,10.0,0,0
2013-09-08 20:51:00,70.0,41,11.5,10.0,0,0
2013-09-08 21:51:00,68.0,42,4.6,10.0,0,0
2013-09-08 22:51:00,66.0,47,6.9,10.0,0,0
2013-09-08 23:51:00,64.9,47,10.4,10.0,0,0
