datetime, temp, humidity, windspeed, visibility, rain, snow
2013-11-30 00:51:00,28.9,43,3.5,10.0,0,0
2013-11-30 01:51:00,28.0,49,4.6,10.0,0,0
2013-11-30 02:51:00,28.0,51,5.8,10.0,0,0
2013-11-30 03:51:00,28.0,49,8.1,10.0,0,0
2013-11-30 04:51:00,26.1,49,8.1,10.0,0,0
2013-11-30 05:51:00,26.1,51,8.1,10.0,0,0
2013-11-30 06:51:00,25.0,55,6.9,10.0,0,0
2013-11-30 07:51:00,26.1,58,4.6,10.0,0,0
2013-11-30 08:51:00,28.0,58,4.6,10.0,0,0
2013-11-30 09:51:00,30.9,59,8.1,10.0,0,0
2013-11-30 10:51:00,33.1,52,9.2,10.0,0,0
2013-11-30 11:51:00,33.1,43,0.0,10.0,0,0
2013-11-30 12:51:00,36.0,37,6.9,10.0,0,0
2013-11-30 13:51:00,36.0,39,3.5,10.0,0,0
2013-11-30 14:51:00,37.0,42,3.5,10.0,0,0
2013-11-30 15:51:00,36.0,48,0.0,10.0,0,0
2013-11-30 16:51:00,36.0,57,6.9,10.0,0,0
2013-11-30 17:51:00,36.0,59,8.1,10.0,0,0
2013-11-30 18:51:00,36.0,62,0.0,10.0,0,0
2013-11-30 19:18:00,37.0,59,4.6,10.0,0,0
2013-11-30 19:51:00,37.0,62,6.9,10.0,0,0
2013-11-30 20:51:00,37.0,62,6.9,10.0,0,0
2013-11-30 21:51:00,37.0,65,4.6,10.0,0,0
2013-11-30 22:51:00,37.9,65,3.5,10.0,0,0
2013-11-30 23:51:00,39.0,65,3.5,10.0,0,0
