datetime, temp, humidity, windspeed, visibility, rain, snow
2013-11-23 00:51:00,54.0,72,8.1,10.0,0,0
2013-11-23 01:51:00,51.1,61,8.1,10.0,0,0
2013-11-23 02:51:00,48.0,56,8.1,10.0,0,0
2013-11-23 03:51:00,46.0,46,9.2,10.0,0,0
2013-11-23 04:51:00,43.0,51,15.0,10.0,0,0
2013-11-23 05:51:00,41.0,57,11.5,10.0,0,0
2013-11-23 06:51:00,39.0,53,5.8,10.0,0,0
2013-11-23 07:51:00,39.0,50,-9999.0,10.0,0,0
2013-11-23 08:51:00,39.9,47,-9999.0,10.0,0,0
2013-11-23 09:51:00,41.0,43,9.2,10.0,0,0
2013-11-23 10:51:00,43.0,38,-9999.0,10.0,0,0
2013-11-23 11:51:00,45.0,36,-9999.0,10.0,0,0
2013-11-23 12:51:00,45.0,30,4.6,10.0,0,0
2013-11-23 13:51:00,46.0,30,8.1,10.0,0,0
2013-11-23 14:51:00,45.0,30,10.4,10.0,0,0
2013-11-23 15:51:00,44.1,34,-9999.0,10.0,0,0
2013-11-23 16:51:00,43.0,35,8.1,10.0,0,0
2013-11-23 17:51:00,42.1,37,11.5,10.0,0,0
2013-11-23 18:51:00,41.0,40,11.5,10.0,0,0
2013-11-23 19:32:00,36.0,67,13.8,2.5,0,1
2013-11-23 19:41:00,36.0,67,8.1,4.0,0,1
2013-11-23 19:51:00,36.0,67,18.4,1.2,0,1
2013-11-23 19:58:00,32.0,85,4.6,0.5,0,1
2013-11-23 20:06:00,33.1,82,3.5,2.0,0,1
2013-11-23 20:14:00,33.1,82,9.2,6.0,0,1
2013-11-23 20:21:00,33.1,78,8.1,10.0,0,0
2013-11-23 20:51:00,34.0,64,5.8,10.0,0,0
2013-11-23 21:51:00,34.0,46,10.4,10.0,0,0
2013-11-23 22:51:00,33.1,37,-9999.0,10.0,0,0
2013-11-23 23:51:00,30.9,38,9.2,10.0,0,0
