datetime, temp, humidity, windspeed, visibility, rain, snow
2013-10-14 00:00:00,57.0,67,3.5,10.0,0,0
2013-10-14 00:51:00,55.9,72,0.0,10.0,0,0
2013-10-14 01:17:00,55.9,72,5.8,10.0,0,0
2013-10-14 01:51:00,55.9,69,3.5,10.0,0,0
2013-10-14 02:11:00,54.0,77,6.9,10.0,0,0
2013-10-14 02:51:00,54.0,75,0.0,10.0,0,0
2013-10-14 03:41:00,55.0,69,3.5,10.0,0,0
2013-10-14 03:51:00,53.1,74,0.0,10.0,0,0
2013-10-14 04:51:00,53.1,71,0.0,10.0,0,0
2013-10-14 05:34:00,53.1,74,3.5,10.0,0,0
2013-10-14 05:51:00,53.1,74,0.0,10.0,0,0
2013-10-14 06:51:00,52.0,77,3.5,10.0,0,0
2013-10-14 07:51:00,54.0,72,3.5,10.0,0,0
2013-10-14 08:51:00,55.9,69,3.5,10.0,0,0
2013-10-14 09:10:00,55.9,72,5.8,10.0,0,0
2013-10-14 09:51:00,57.9,67,3.5,10.0,0,0
2013-10-14 10:37:00,59.0,62,0.0,10.0,0,0
2013-10-14 10:51:00,57.9,65,3.5,10.0,0,0
2013-10-14 11:51:00,60.1,60,4.6,10.0,0,0
2013-10-14 12:51:00,63.0,54,5.8,10.0,0,0
2013-10-14 13:51:00,64.9,52,3.5,10.0,0,0
2013-10-14 14:51:00,64.0,52,5.8,10.0,0,0
2013-10-14 15:51:00,64.9,48,3.5,10.0,0,0
2013-10-14 16:51:00,64.9,50,3.5,10.0,0,0
2013-10-14 17:51:00,61.0,62,0.0,10.0,0,0
2013-10-14 18:51:00,59.0,69,3.5,10.0,0,0
2013-10-14 19:51:00,57.9,72,3.5,10.0,0,0
2013-10-14 20:51:00,57.0,74,0.0,10.0,0,0
2013-10-14 21:51:00,55.9,77,0.0,10.0,0,0
2013-10-14 22:51:00,55.9,80,3.5,10.0,0,0
2013-10-14 23:51:00,55.9,80,0.0,10.0,0,0
