datetime, temp, humidity, windspeed, visibility, rain, snow
2013-10-04 00:51:00,70.0,59,4.6,10.0,0,0
2013-10-04 01:51:00,69.1,63,4.6,10.0,0,0
2013-10-04 02:51:00,68.0,65,0.0,10.0,0,0
2013-10-04 03:51:00,66.9,70,0.0,10.0,0,0
2013-10-04 04:51:00,66.0,73,0.0,10.0,0,0
2013-10-04 05:51:00,66.0,75,0.0,9.0,0,0
2013-10-04 06:51:00,66.9,76,0.0,8.0,0,0
2013-10-04 07:51:00,69.1,75,3.5,5.0,0,0
2013-10-04 08:51:00,70.0,71,0.0,5.0,0,0
2013-10-04 09:51:00,72.0,71,4.6,5.0,0,0
2013-10-04 10:51:00,75.9,62,0.0,5.0,0,0
2013-10-04 11:51:00,79.0,58,3.5,6.0,0,0
2013-10-04 12:51:00,82.9,49,4.6,8.0,0,0
2013-10-04 13:51:00,82.9,47,3.5,9.0,0,0
2013-10-04 14:51:00,86.0,44,4.6,10.0,0,0
2013-10-04 15:51:00,82.9,49,4.6,10.0,0,0
2013-10-04 16:51:00,82.9,49,3.5,10.0,0,0
2013-10-04 17:51:00,77.0,66,0.0,6.0,1,0
2013-10-04 18:51:00,75.9,71,0.0,9.0,0,0
2013-10-04 19:51:00,73.9,73,0.0,8.0,0,0
2013-10-04 20:51:00,73.9,71,3.5,8.0,0,0
2013-10-04 21:51:00,73.0,73,4.6,8.0,0,0
2013-10-04 22:51:00,71.1,78,5.8,7.0,0,0
2013-10-04 23:51:00,70.0,84,10.4,5.0,0,0
