datetime, temp, humidity, windspeed, visibility, rain, snow
2013-10-03 00:51:00,72.0,59,3.5,10.0,0,0
2013-10-03 01:51:00,71.1,61,3.5,10.0,0,0
2013-10-03 02:51:00,70.0,61,0.0,10.0,0,0
2013-10-03 03:51:00,66.9,66,3.5,10.0,0,0
2013-10-03 04:51:00,64.9,70,3.5,10.0,0,0
2013-10-03 05:51:00,64.0,70,0.0,10.0,0,0
2013-10-03 06:51:00,63.0,75,0.0,10.0,0,0
2013-10-03 07:51:00,64.9,68,0.0,10.0,0,0
2013-10-03 08:51:00,68.0,63,0.0,10.0,0,0
2013-10-03 09:51:00,69.1,61,0.0,8.0,0,0
2013-10-03 10:51:00,71.1,57,0.0,10.0,0,0
2013-10-03 11:51:00,73.9,50,0.0,10.0,0,0
2013-10-03 12:51:00,77.0,39,5.8,10.0,0,0
2013-10-03 13:51:00,77.0,37,0.0,10.0,0,0
2013-10-03 14:51:00,77.0,42,0.0,10.0,0,0
2013-10-03 15:51:00,75.9,45,0.0,10.0,0,0
2013-10-03 16:51:00,75.0,44,0.0,10.0,0,0
2013-10-03 17:51:00,73.0,49,0.0,10.0,0,0
2013-10-03 18:51:00,73.0,51,3.5,10.0,0,0
2013-10-03 19:51:00,72.0,55,0.0,10.0,0,0
2013-10-03 20:51:00,71.1,59,3.5,10.0,0,0
2013-10-03 21:51:00,70.0,61,3.5,10.0,0,0
2013-10-03 22:51:00,70.0,59,3.5,10.0,0,0
2013-10-03 23:51:00,69.1,58,3.5,10.0,0,0
