datetime, temp, humidity, windspeed, visibility, rain, snow
2013-08-22 00:51:00,77.0,74,3.5,9.0,0,0
2013-08-22 01:51:00,77.0,74,3.5,9.0,0,0
2013-08-22 02:51:00,77.0,76,0.0,9.0,0,0
2013-08-22 03:51:00,77.0,74,0.0,9.0,0,0
2013-08-22 04:51:00,75.9,76,5.8,9.0,0,0
2013-08-22 05:51:00,75.9,79,3.5,9.0,0,0
2013-08-22 06:51:00,75.9,79,0.0,8.0,0,0
2013-08-22 07:51:00,77.0,76,6.9,7.0,0,0
2013-08-22 08:51:00,77.0,76,6.9,7.0,0,0
2013-08-22 09:02:00,75.9,79,5.8,6.0,0,0
2013-08-22 09:31:00,73.0,90,5.8,2.5,1,0
2013-08-22 09:40:00,72.0,91,9.2,3.0,1,0
2013-08-22 09:47:00,71.6,94,5.8,2.5,1,0
2013-08-22 09:51:00,71.1,93,6.9,3.0,1,0
2013-08-22 10:15:00,72.0,91,0.0,1.8,1,0
2013-08-22 10:34:00,72.0,93,3.5,3.0,1,0
2013-08-22 10:51:00,73.0,90,0.0,8.0,0,0
2013-08-22 11:51:00,75.0,87,3.5,10.0,0,0
2013-08-22 12:51:00,75.9,79,3.5,10.0,0,0
2013-08-22 13:51:00,73.0,90,4.6,3.0,1,0
2013-08-22 14:27:00,73.0,93,3.5,2.0,1,0
2013-08-22 14:38:00,73.0,93,0.0,3.0,1,0
2013-08-22 14:46:00,73.4,94,0.0,2.5,1,0
2013-08-22 14:51:00,73.9,93,0.0,2.5,1,0
2013-08-22 15:02:00,73.9,93,0.0,4.0,1,0
2013-08-22 15:30:00,73.9,91,8.1,4.0,1,0
2013-08-22 15:47:00,73.4,88,4.6,4.0,1,0
2013-08-22 15:51:00,73.0,93,5.8,4.0,1,0
2013-08-22 16:11:00,73.0,93,3.5,3.0,1,0
2013-08-22 16:51:00,75.0,87,4.6,10.0,0,0
2013-08-22 17:51:00,75.0,84,0.0,10.0,0,0
2013-08-22 18:51:00,73.9,87,8.1,7.0,0,0
2013-08-22 19:51:00,73.0,90,0.0,7.0,0,0
2013-08-22 20:51:00,73.9,87,3.5,8.0,0,0
2013-08-22 21:51:00,75.0,84,5.8,8.0,0,0
2013-08-22 22:51:00,75.0,87,5.8,6.0,0,0
2013-08-22 23:51:00,73.9,91,4.6,5.0,0,0
