datetime, temp, humidity, windspeed, visibility, rain, snow
2013-12-09 00:07:00,32.0,88,8.1,1.5,0,1
2013-12-09 00:28:00,32.0,88,6.9,2.0,0,0
2013-12-09 00:51:00,32.0,88,6.9,2.5,1,0
2013-12-09 01:35:00,30.9,89,9.2,3.0,0,0
2013-12-09 01:41:00,32.0,88,8.1,2.5,1,0
2013-12-09 01:51:00,32.0,88,6.9,2.5,1,0
2013-12-09 02:51:00,33.1,89,11.5,4.0,0,0
2013-12-09 03:51:00,34.0,89,13.8,3.0,0,0
2013-12-09 04:51:00,34.0,89,10.4,7.0,0,0
2013-12-09 05:39:00,35.1,89,13.8,2.5,1,0
2013-12-09 05:48:00,35.6,87,8.1,3.0,1,0
2013-12-09 05:51:00,35.1,89,10.4,4.0,1,0
2013-12-09 06:51:00,35.1,89,9.2,2.5,1,0
2013-12-09 07:09:00,34.0,89,6.9,3.0,1,0
2013-12-09 07:22:00,33.1,89,8.1,2.5,1,0
2013-12-09 07:48:00,33.8,87,11.5,1.5,0,0
2013-12-09 07:51:00,33.1,92,10.4,1.8,0,0
2013-12-09 08:00:00,34.0,89,8.1,2.0,0,0
2013-12-09 08:39:00,34.0,89,8.1,3.0,0,0
2013-12-09 08:51:00,34.0,89,6.9,4.0,0,0
2013-12-09 09:51:00,35.1,89,6.9,3.0,0,0
2013-12-09 09:56:00,35.1,89,6.9,2.5,0,0
2013-12-09 10:13:00,35.1,89,8.1,1.5,0,0
2013-12-09 10:51:00,35.1,92,8.1,1.5,0,0
2013-12-09 11:48:00,35.6,93,3.5,2.0,0,0
2013-12-09 11:51:00,36.0,93,4.6,2.0,0,0
2013-12-09 12:20:00,37.0,89,8.1,3.0,0,0
2013-12-09 12:51:00,37.9,93,3.5,4.0,0,0
2013-12-09 13:51:00,37.9,89,6.9,2.5,0,0
2013-12-09 13:58:00,37.9,86,8.1,0.8,0,0
2013-12-09 14:08:00,37.0,89,4.6,1.0,0,0
2013-12-09 14:26:00,37.0,89,6.9,2.5,0,0
2013-12-09 14:38:00,37.0,89,6.9,3.0,0,0
2013-12-09 14:51:00,37.0,89,0.0,4.0,0,0
2013-12-09 15:05:00,37.9,89,3.5,3.0,0,0
2013-12-09 15:51:00,37.9,86,5.8,6.0,0,0
2013-12-09 16:51:00,39.0,86,3.5,9.0,0,0
2013-12-09 17:51:00,39.0,82,9.2,9.0,0,0
2013-12-09 18:51:00,37.9,86,3.5,10.0,0,0
2013-12-09 19:13:00,39.0,79,4.6,10.0,0,0
2013-12-09 19:51:00,37.9,83,4.6,10.0,0,0
2013-12-09 20:51:00,37.9,83,4.6,8.0,0,0
2013-12-09 21:51:00,37.9,79,5.8,8.0,0,0
2013-12-09 22:51:00,37.0,82,4.6,8.0,0,0
2013-12-09 23:51:00,37.0,82,6.9,7.0,0,0
