datetime, temp, humidity, windspeed, visibility, rain, snow
2013-12-03 00:51:00,42.1,76,3.5,7.0,0,0
2013-12-03 01:51:00,41.0,86,0.0,6.0,0,0
2013-12-03 02:51:00,41.0,82,0.0,5.0,0,0
2013-12-03 03:51:00,41.0,82,4.6,6.0,0,0
2013-12-03 04:51:00,39.9,83,4.6,6.0,0,0
2013-12-03 05:51:00,39.9,79,3.5,7.0,0,0
2013-12-03 06:51:00,39.9,79,0.0,6.0,0,0
2013-12-03 07:51:00,37.9,83,3.5,5.0,0,0
2013-12-03 08:51:00,41.0,76,3.5,6.0,0,0
2013-12-03 09:51:00,42.1,70,3.5,6.0,0,0
2013-12-03 10:51:00,46.0,61,0.0,6.0,0,0
2013-12-03 11:51:00,48.9,54,3.5,6.0,0,0
2013-12-03 12:51:00,51.1,50,4.6,7.0,0,0
2013-12-03 13:51:00,52.0,47,0.0,7.0,0,0
2013-12-03 14:51:00,53.1,47,8.1,9.0,0,0
2013-12-03 15:51:00,53.1,47,0.0,8.0,0,0
2013-12-03 16:51:00,52.0,49,3.5,10.0,0,0
2013-12-03 17:51:00,52.0,49,4.6,9.0,0,0
2013-12-03 18:51:00,50.0,50,0.0,10.0,0,0
2013-12-03 19:51:00,46.0,66,5.8,8.0,0,0
2013-12-03 20:51:00,45.0,65,3.5,8.0,0,0
2013-12-03 21:51:00,45.0,65,5.8,8.0,0,0
2013-12-03 22:51:00,43.0,71,3.5,7.0,0,0
2013-12-03 23:51:00,43.0,71,4.6,7.0,0,0
