datetime, temp, humidity, windspeed, visibility, rain, snow
2013-06-07 00:51:00,61.0,93,5.8,7.0,1,0
2013-06-07 01:51:00,61.0,90,5.8,8.0,1,0
2013-06-07 02:38:00,61.0,93,4.6,8.0,0,0
2013-06-07 02:51:00,61.0,93,3.5,6.0,1,0
2013-06-07 03:22:00,61.0,93,4.6,4.0,1,0
2013-06-07 03:51:00,61.0,93,5.8,3.0,1,0
2013-06-07 04:14:00,61.0,97,4.6,2.0,1,0
2013-06-07 04:23:00,62.1,93,5.8,1.8,1,0
2013-06-07 04:51:00,62.1,93,4.6,1.5,1,0
2013-06-07 05:04:00,62.1,93,5.8,2.5,1,0
2013-06-07 05:51:00,61.0,97,4.6,2.0,1,0
2013-06-07 06:05:00,61.0,93,5.8,3.0,1,0
2013-06-07 06:15:00,61.0,97,8.1,2.5,1,0
2013-06-07 06:51:00,61.0,97,5.8,4.0,1,0
2013-06-07 07:01:00,61.0,97,5.8,1.8,1,0
2013-06-07 07:13:00,61.0,97,5.8,1.2,1,0
2013-06-07 07:51:00,61.0,97,5.8,1.8,1,0
2013-06-07 07:58:00,61.0,97,10.4,2.0,1,0
2013-06-07 08:18:00,61.0,97,4.6,1.8,1,0
2013-06-07 08:27:00,61.0,97,6.9,2.0,1,0
2013-06-07 08:51:00,61.0,93,5.8,1.8,1,0
2013-06-07 09:51:00,62.1,93,4.6,2.0,1,0
2013-06-07 09:58:00,62.1,96,5.8,2.0,1,0
2013-06-07 10:36:00,63.0,93,4.6,4.0,1,0
2013-06-07 10:51:00,63.0,93,6.9,4.0,1,0
2013-06-07 11:02:00,63.0,93,6.9,2.0,1,0
2013-06-07 11:16:00,63.0,93,5.8,3.0,1,0
2013-06-07 11:23:00,63.0,93,6.9,1.8,1,0
2013-06-07 11:46:00,62.6,94,6.9,2.5,1,0
2013-06-07 11:51:00,63.0,93,5.8,3.0,1,0
2013-06-07 12:00:00,63.0,93,6.9,2.0,1,0
2013-06-07 12:15:00,63.0,93,6.9,1.8,1,0
2013-06-07 12:38:00,62.1,96,8.1,2.0,1,0
2013-06-07 12:51:00,63.0,93,5.8,2.5,1,0
2013-06-07 13:26:00,62.1,96,5.8,1.5,1,0
2013-06-07 13:51:00,62.1,96,6.9,2.0,1,0
2013-06-07 14:51:00,62.1,93,12.7,2.5,1,0
2013-06-07 15:01:00,61.0,97,11.5,3.0,1,0
2013-06-07 15:40:00,61.0,93,12.7,2.0,1,0
2013-06-07 15:51:00,61.0,93,10.4,2.0,1,0
2013-06-07 15:58:00,61.0,93,10.4,1.2,1,0
2013-06-07 16:16:00,61.0,93,10.4,2.5,1,0
2013-06-07 16:40:00,60.1,96,10.4,1.8,1,0
2013-06-07 16:51:00,60.1,96,13.8,1.5,1,0
2013-06-07 17:09:00,60.1,96,16.1,2.0,1,0
2013-06-07 17:22:00,60.1,93,9.2,1.8,1,0
2013-06-07 17:32:00,60.1,93,16.1,3.0,1,0
2013-06-07 17:51:00,59.0,96,13.8,7.0,1,0
2013-06-07 18:25:00,59.0,96,10.4,1.8,1,0
2013-06-07 18:44:00,59.0,93,19.6,2.5,1,0
2013-06-07 18:51:00,59.0,93,13.8,1.5,1,0
2013-06-07 19:08:00,59.0,93,10.4,0.5,1,0
2013-06-07 19:18:00,59.0,96,13.8,2.0,1,0
2013-06-07 19:26:00,59.0,93,15.0,3.0,1,0
2013-06-07 19:31:00,59.0,93,15.0,1.8,1,0
2013-06-07 19:44:00,59.0,96,15.0,0.5,1,0
2013-06-07 19:51:00,59.0,96,13.8,1.8,1,0
2013-06-07 19:58:00,59.0,96,16.1,2.0,1,0
2013-06-07 20:27:00,60.1,93,15.0,4.0,1,0
2013-06-07 20:35:00,60.1,93,16.1,1.8,1,0
2013-06-07 20:51:00,60.1,96,15.0,3.0,1,0
2013-06-07 20:55:00,60.1,96,12.7,1.8,1,0
2013-06-07 21:25:00,60.1,93,9.2,3.0,1,0
2013-06-07 21:44:00,60.1,96,15.0,1.8,1,0
2013-06-07 21:51:00,60.1,96,12.7,1.5,1,0
2013-06-07 22:51:00,60.1,96,5.8,1.2,1,0
2013-06-07 23:04:00,60.1,96,6.9,2.0,1,0
2013-06-07 23:27:00,60.1,96,10.4,3.0,1,0
2013-06-07 23:48:00,60.8,94,11.5,1.8,1,0
2013-06-07 23:51:00,60.1,96,12.7,1.8,1,0
