datetime, temp, humidity, windspeed, visibility, rain, snow
2013-10-09 00:51:00,57.9,51,6.9,10.0,0,0
2013-10-09 01:51:00,57.9,47,8.1,10.0,0,0
2013-10-09 02:51:00,57.0,55,6.9,10.0,0,0
2013-10-09 03:51:00,55.9,57,5.8,10.0,0,0
2013-10-09 04:51:00,55.0,51,8.1,10.0,0,0
2013-10-09 05:51:00,55.0,53,5.8,10.0,0,0
2013-10-09 06:51:00,53.1,59,8.1,10.0,0,0
2013-10-09 07:51:00,54.0,64,8.1,10.0,0,0
2013-10-09 08:51:00,55.0,67,5.8,10.0,0,0
2013-10-09 09:51:00,57.0,59,8.1,10.0,0,0
2013-10-09 10:51:00,57.9,60,11.5,10.0,0,0
2013-10-09 11:41:00,57.9,62,11.5,10.0,0,0
2013-10-09 11:51:00,57.9,65,12.7,10.0,0,0
2013-10-09 12:51:00,60.1,60,13.8,10.0,0,0
2013-10-09 13:51:00,60.1,60,18.4,10.0,0,0
2013-10-09 14:14:00,62.1,56,11.5,10.0,0,0
2013-10-09 14:51:00,62.1,58,9.2,10.0,0,0
2013-10-09 15:51:00,62.1,53,10.4,10.0,0,0
2013-10-09 16:51:00,61.0,54,11.5,10.0,0,0
2013-10-09 17:51:00,61.0,58,8.1,10.0,0,0
2013-10-09 18:51:00,60.1,57,5.8,10.0,0,0
2013-10-09 19:51:00,59.0,67,3.5,10.0,0,0
2013-10-09 20:51:00,60.1,60,4.6,10.0,0,0
2013-10-09 21:51:00,59.0,62,9.2,10.0,0,0
2013-10-09 22:51:00,59.0,64,6.9,10.0,0,0
2013-10-09 23:51:00,57.0,72,4.6,10.0,0,0
