datetime, temp, humidity, windspeed, visibility, rain, snow
2013-06-04 00:51:00,66.0,50,4.6,10.0,0,0
2013-06-04 01:51:00,64.0,46,3.5,10.0,0,0
2013-06-04 02:51:00,63.0,48,5.8,10.0,0,0
2013-06-04 03:51:00,60.1,51,-9999.0,10.0,0,0
2013-06-04 04:51:00,59.0,51,6.9,10.0,0,0
2013-06-04 05:51:00,57.9,53,8.1,10.0,0,0
2013-06-04 06:51:00,57.0,57,-9999.0,10.0,0,0
2013-06-04 07:51:00,57.9,53,4.6,10.0,0,0
2013-06-04 08:51:00,59.0,49,4.6,10.0,0,0
2013-06-04 09:51:00,61.0,50,4.6,10.0,0,0
2013-06-04 10:51:00,64.0,48,-9999.0,10.0,0,0
2013-06-04 11:51:00,66.9,40,6.9,10.0,0,0
2013-06-04 12:51:00,70.0,38,6.9,10.0,0,0
2013-06-04 13:51:00,70.0,38,9.2,10.0,0,0
2013-06-04 14:51:00,72.0,33,-9999.0,10.0,0,0
2013-06-04 15:51:00,73.0,33,4.6,10.0,0,0
2013-06-04 16:51:00,73.0,31,0.0,10.0,0,0
2013-06-04 17:51:00,73.0,30,3.5,10.0,0,0
2013-06-04 18:51:00,73.0,29,4.6,10.0,0,0
2013-06-04 19:51:00,72.0,29,4.6,10.0,0,0
2013-06-04 20:51:00,70.0,32,4.6,10.0,0,0
2013-06-04 21:51:00,70.0,30,6.9,10.0,0,0
2013-06-04 22:51:00,68.0,31,0.0,10.0,0,0
2013-06-04 23:51:00,66.0,33,-9999.0,10.0,0,0
