datetime, temp, humidity, windspeed, visibility, rain, snow
2014-02-09 00:51:00,25.0,45,4.6,10.0,0,0
2014-02-09 01:51:00,25.0,43,3.5,10.0,0,0
2014-02-09 02:51:00,23.0,44,5.8,10.0,0,0
2014-02-09 03:51:00,23.0,42,4.6,10.0,0,0
2014-02-09 04:51:00,21.9,44,0.0,10.0,0,0
2014-02-09 05:51:00,21.9,46,3.5,10.0,0,0
2014-02-09 06:51:00,21.0,53,6.9,10.0,0,0
2014-02-09 07:51:00,21.0,50,0.0,10.0,0,0
2014-02-09 08:51:00,21.9,51,6.9,10.0,0,0
2014-02-09 09:51:00,24.1,51,3.5,10.0,0,0
2014-02-09 10:51:00,25.0,49,6.9,10.0,0,0
2014-02-09 11:51:00,28.0,45,3.5,10.0,0,0
2014-02-09 12:51:00,28.0,45,0.0,10.0,0,0
2014-02-09 13:51:00,30.0,45,0.0,10.0,0,0
2014-02-09 14:51:00,30.0,47,0.0,10.0,0,0
2014-02-09 15:51:00,28.9,47,6.9,10.0,0,0
2014-02-09 16:51:00,28.9,49,4.6,10.0,0,0
2014-02-09 17:51:00,28.0,58,4.6,3.0,0,1
2014-02-09 17:59:00,27.0,66,4.6,2.0,0,1
2014-02-09 18:07:00,27.0,69,4.6,1.2,0,1
2014-02-09 18:40:00,27.0,78,5.8,0.8,0,1
2014-02-09 18:51:00,26.1,81,0.0,0.5,0,1
2014-02-09 19:06:00,26.1,84,0.0,0.5,0,1
2014-02-09 19:51:00,27.0,85,0.0,0.8,0,1
2014-02-09 19:59:00,27.0,85,0.0,1.0,0,1
2014-02-09 20:11:00,27.0,85,-9999.0,0.8,0,1
2014-02-09 20:18:00,27.0,81,5.8,1.0,0,1
2014-02-09 20:21:00,27.0,81,8.1,1.0,0,1
2014-02-09 20:48:00,26.6,80,0.0,2.0,0,1
2014-02-09 20:51:00,27.0,81,-9999.0,1.8,0,1
2014-02-09 20:59:00,26.1,84,4.6,1.8,0,1
2014-02-09 21:10:00,26.1,84,4.6,1.5,0,1
2014-02-09 21:34:00,26.1,81,4.6,1.8,0,1
2014-02-09 21:44:00,26.1,81,-9999.0,1.5,0,1
2014-02-09 21:51:00,26.1,81,5.8,2.0,0,1
2014-02-09 22:01:00,26.1,81,0.0,3.0,0,1
2014-02-09 22:42:00,26.1,81,6.9,6.0,0,0
2014-02-09 22:51:00,26.1,78,4.6,6.0,0,0
2014-02-09 23:09:00,26.1,78,10.4,6.0,0,0
2014-02-09 23:39:00,26.1,75,-9999.0,7.0,0,0
2014-02-09 23:51:00,26.1,78,3.5,7.0,0,0
