datetime, temp, humidity, windspeed, visibility, rain, snow
2013-12-01 00:51:00,39.0,65,0.0,10.0,0,0
2013-12-01 01:20:00,39.0,65,0.0,10.0,0,0
2013-12-01 01:51:00,37.0,67,4.6,10.0,0,0
2013-12-01 02:51:00,36.0,67,5.8,10.0,0,0
2013-12-01 03:10:00,36.0,67,0.0,10.0,0,0
2013-12-01 03:15:00,-9999,N/A,-9999.0,-9999.0,0,0
2013-12-01 03:51:00,37.0,67,0.0,10.0,0,0
2013-12-01 04:25:00,37.0,67,3.5,10.0,0,0
2013-12-01 04:35:00,37.9,68,0.0,10.0,0,0
2013-12-01 04:51:00,37.9,68,0.0,10.0,0,0
2013-12-01 05:51:00,39.0,67,0.0,10.0,0,0
2013-12-01 06:00:00,39.0,67,0.0,10.0,0,0
2013-12-01 06:09:00,39.0,70,0.0,10.0,0,0
2013-12-01 06:40:00,39.0,70,0.0,10.0,0,0
2013-12-01 06:51:00,37.9,73,0.0,10.0,0,0
2013-12-01 07:51:00,39.0,73,0.0,10.0,0,0
2013-12-01 08:51:00,42.1,67,0.0,10.0,0,0
2013-12-01 09:40:00,43.0,62,0.0,10.0,0,0
2013-12-01 09:49:00,44.6,61,3.5,10.0,0,0
2013-12-01 09:51:00,45.0,60,3.5,10.0,0,0
2013-12-01 10:51:00,44.1,60,0.0,10.0,0,0
2013-12-01 11:51:00,46.0,54,3.5,10.0,0,0
2013-12-01 12:51:00,46.0,54,5.8,10.0,0,0
2013-12-01 13:51:00,46.9,48,3.5,10.0,0,0
2013-12-01 14:51:00,48.9,46,0.0,10.0,0,0
2013-12-01 15:51:00,48.0,46,0.0,10.0,0,0
2013-12-01 16:51:00,48.0,46,0.0,10.0,0,0
2013-12-01 17:51:00,48.0,48,4.6,10.0,0,0
2013-12-01 18:51:00,48.0,48,0.0,10.0,0,0
2013-12-01 19:51:00,46.9,48,3.5,10.0,0,0
2013-12-01 20:51:00,46.9,50,4.6,10.0,0,0
2013-12-01 21:51:00,46.0,51,0.0,10.0,0,0
2013-12-01 22:51:00,46.0,50,0.0,10.0,0,0
2013-12-01 23:51:00,45.0,52,3.5,10.0,0,0
