datetime, temp, humidity, windspeed, visibility, rain, snow
2013-06-19 00:35:00,64.9,93,5.8,3.0,1,0
2013-06-19 00:51:00,64.0,96,4.6,4.0,0,0
2013-06-19 01:51:00,64.0,93,8.1,7.0,0,0
2013-06-19 02:20:00,63.0,90,9.2,10.0,0,0
2013-06-19 02:35:00,63.0,90,5.8,10.0,0,0
2013-06-19 02:51:00,63.0,87,8.1,10.0,0,0
2013-06-19 03:51:00,62.1,86,4.6,10.0,0,0
2013-06-19 04:12:00,62.1,90,3.5,10.0,0,0
2013-06-19 04:36:00,61.0,90,5.8,10.0,0,0
2013-06-19 04:51:00,61.0,87,3.5,10.0,0,0
2013-06-19 05:51:00,59.0,90,3.5,10.0,0,0
2013-06-19 06:51:00,60.1,83,6.9,10.0,0,0
2013-06-19 07:51:00,62.1,72,9.2,10.0,0,0
2013-06-19 08:51:00,64.0,67,8.1,10.0,0,0
2013-06-19 09:51:00,66.0,63,8.1,10.0,0,0
2013-06-19 10:51:00,68.0,55,8.1,10.0,0,0
2013-06-19 11:51:00,72.0,46,8.1,10.0,0,0
2013-06-19 12:51:00,73.9,41,5.8,10.0,0,0
2013-06-19 13:51:00,75.0,32,8.1,10.0,0,0
2013-06-19 14:51:00,73.9,34,6.9,10.0,0,0
2013-06-19 15:51:00,75.0,36,8.1,10.0,0,0
2013-06-19 16:51:00,75.0,34,0.0,10.0,0,0
2013-06-19 17:51:00,73.9,35,0.0,10.0,0,0
2013-06-19 18:51:00,73.0,35,0.0,10.0,0,0
2013-06-19 19:51:00,71.1,39,4.6,10.0,0,0
2013-06-19 20:51:00,69.1,54,3.5,10.0,0,0
2013-06-19 21:51:00,68.0,56,0.0,10.0,0,0
2013-06-19 22:51:00,66.9,57,5.8,10.0,0,0
2013-06-19 23:51:00,64.9,61,4.6,10.0,0,0
