datetime, temp, humidity, windspeed, visibility, rain, snow
2013-10-08 00:51:00,61.0,56,3.5,10.0,0,0
2013-10-08 01:51:00,59.0,58,3.5,10.0,0,0
2013-10-08 02:51:00,57.9,58,5.8,10.0,0,0
2013-10-08 03:51:00,57.0,62,5.8,10.0,0,0
2013-10-08 04:51:00,57.0,59,3.5,10.0,0,0
2013-10-08 05:51:00,55.9,62,0.0,10.0,0,0
2013-10-08 06:51:00,54.0,69,6.9,10.0,0,0
2013-10-08 07:51:00,55.0,64,9.2,10.0,0,0
2013-10-08 08:51:00,57.0,59,5.8,10.0,0,0
2013-10-08 09:51:00,57.9,58,8.1,10.0,0,0
2013-10-08 10:51:00,60.1,51,9.2,10.0,0,0
2013-10-08 11:51:00,64.0,48,3.5,10.0,0,0
2013-10-08 12:51:00,64.0,43,8.1,10.0,0,0
2013-10-08 13:51:00,66.0,40,6.9,10.0,0,0
2013-10-08 14:51:00,66.9,40,9.2,10.0,0,0
2013-10-08 15:51:00,66.0,42,8.1,10.0,0,0
2013-10-08 16:51:00,64.0,43,8.1,10.0,0,0
2013-10-08 17:51:00,64.0,41,5.8,10.0,0,0
2013-10-08 18:51:00,62.1,46,3.5,10.0,0,0
2013-10-08 19:51:00,62.1,44,5.8,10.0,0,0
2013-10-08 20:51:00,62.1,41,9.2,10.0,0,0
2013-10-08 21:51:00,60.1,47,-9999.0,10.0,0,0
2013-10-08 22:51:00,59.0,49,0.0,10.0,0,0
2013-10-08 23:51:00,60.1,46,8.1,10.0,0,0
