datetime, temp, humidity, windspeed, visibility, rain, snow
2013-07-14 00:02:00,75.0,90,0.0,7.0,1,0
2013-07-14 00:43:00,73.9,93,3.5,5.0,0,0
2013-07-14 00:51:00,73.9,93,0.0,5.0,0,0
2013-07-14 01:51:00,75.0,94,3.5,6.0,0,0
2013-07-14 02:51:00,73.9,97,3.5,5.0,0,0
2013-07-14 03:21:00,73.9,93,0.0,5.0,0,0
2013-07-14 03:46:00,73.4,94,0.0,5.0,0,0
2013-07-14 03:51:00,73.9,93,0.0,5.0,0,0
2013-07-14 04:06:00,73.9,93,3.5,4.0,0,0
2013-07-14 04:17:00,73.9,93,0.0,5.0,0,0
2013-07-14 04:46:00,73.4,94,0.0,5.0,0,0
2013-07-14 04:51:00,73.9,93,0.0,5.0,0,0
2013-07-14 05:51:00,73.9,93,0.0,5.0,0,0
2013-07-14 06:51:00,75.9,91,5.8,6.0,0,0
2013-07-14 07:40:00,77.0,88,6.9,7.0,0,0
2013-07-14 07:51:00,77.0,88,4.6,7.0,0,0
2013-07-14 08:51:00,78.1,84,4.6,7.0,0,0
2013-07-14 09:05:00,79.0,84,0.0,7.0,0,0
2013-07-14 09:16:00,79.0,82,3.5,8.0,0,0
2013-07-14 09:24:00,79.0,84,6.9,8.0,0,0
2013-07-14 09:51:00,81.0,77,4.6,8.0,0,0
2013-07-14 10:48:00,82.4,70,8.1,9.0,0,0
2013-07-14 10:51:00,82.0,71,8.1,9.0,0,0
2013-07-14 10:58:00,82.9,67,4.6,9.0,0,0
2013-07-14 11:51:00,86.0,67,3.5,9.0,0,0
2013-07-14 12:51:00,87.1,63,3.5,9.0,0,0
2013-07-14 13:51:00,87.1,59,3.5,9.0,0,0
2013-07-14 14:51:00,86.0,59,0.0,9.0,0,0
2013-07-14 15:51:00,88.0,57,6.9,9.0,0,0
2013-07-14 16:51:00,88.0,51,5.8,9.0,0,0
2013-07-14 17:51:00,88.0,51,6.9,9.0,0,0
2013-07-14 18:51:00,87.1,55,4.6,9.0,0,0
2013-07-14 19:51:00,86.0,53,4.6,9.0,0,0
2013-07-14 20:51:00,86.0,53,3.5,10.0,0,0
2013-07-14 21:51:00,84.0,56,5.8,10.0,0,0
2013-07-14 22:51:00,84.0,56,4.6,10.0,0,0
2013-07-14 23:51:00,82.9,60,3.5,10.0,0,0
