datetime,available_bikes
1371304740,12
1371304800,12
1371304860,12
1371304980,12
1371305040,12
1371305100,12
1371305220,12
1371305340,12
1371305400,12
1371305460,12
1371305580,12
1371305640,12
1371305700,12
1371305820,11
1371305880,11
1371305940,11
1371306000,11
1371306060,11
1371306180,11
1371306240,11
1371306360,11
1371306480,11
1371306540,11
1371306600,11
1371306720,11
1371306780,11
1371306840,11
1371306960,11
1371307080,11
1371307200,11
1371307260,11
1371307380,11
1371307440,11
1371307560,11
1371307680,11
1371307740,11
1371307800,11
1371307860,11
1371307980,11
1371308040,11
1371308100,11
1371308160,11
1371308220,11
1371308340,11
1371308460,13
1371308520,12
1371308580,12
1371308640,12
1371308700,12
1371308760,12
1371308880,12
1371308940,12
1371309000,12
1371309060,12
1371309180,12
1371309240,12
1371309300,12
1371309420,12
1371309540,12
1371309600,12
1371309660,11
1371309720,11
1371309780,11
1371309840,11
1371309960,11
1371310020,11
1371310080,11
1371310140,11
1371310200,11
1371310260,11
1371310320,10
1371310440,11
1371310560,11
1371310620,11
1371310680,11
1371310740,11
1371310800,11
1371310920,11
1371310980,11
1371311040,11
1371311100,11
1371311160,11
1371311280,11
1371311340,11
1371311400,11
1371311460,11
1371311580,10
1371311640,10
1371311700,10
1371311820,10
1371311940,10
1371312000,10
1371312060,10
1371312120,10
1371312180,10
1371312240,10
1371312360,10
1371312420,10
1371312540,10
1371312600,10
1371312660,10
1371312720,10
1371312780,10
1371312900,10
1371312960,9
1371313020,9
1371313140,9
1371313260,9
1371313380,9
1371313500,10
1371313560,10
1371313620,10
1371313680,8
1371313740,8
1371313800,8
1371313920,10
1371313980,7
1371314040,7
1371314100,7
1371314220,7
1371314280,5
1371314340,5
1371314400,5
1371314460,5
1371314520,5
1371314580,5
1371314640,5
1371314700,5
1371314760,5
1371314820,5
1371314880,6
1371314940,6
1371315000,6
1371315060,6
1371315180,6
1371315240,6
1371315300,8
1371315420,10
1371315480,10
1371315600,10
1371315720,9
1371315840,9
1371315900,8
1371316020,10
1371316140,8
1371316200,8
1371316320,8
1371316380,8
1371316440,8
1371316560,8
1371316620,8
1371316740,8
1371316860,8
1371316920,6
1371317040,7
1371317100,7
1371317220,7
1371317280,7
1371317340,7
1371317400,7
1371317520,7
1371317580,7
1371317640,7
1371317700,7
