datetime,available_bikes
1373637720,0
1373637780,0
1373637840,0
1373637900,0
1373637960,0
1373638020,0
1373638080,0
1373638140,0
1373638200,0
1373638260,0
1373638320,0
1373638380,0
1373638440,0
1373638500,0
1373638560,0
1373639280,0
1373639400,0
1373639520,0
1373639580,0
1373639640,0
1373639700,0
1373639760,0
1373639820,0
1373639880,0
1373639940,0
1373640000,0
1373640120,0
1373640180,0
1373640240,0
1373640300,0
1373640420,0
1373640480,0
1373640540,0
1373640600,0
1373640660,0
1373640720,0
1373640780,0
1373640840,0
1373640900,0
1373642340,0
1373642400,0
1373642460,0
1373642580,0
1373642640,0
1373642700,0
1373642760,0
1373642820,0
1373642940,0
1373643000,0
1373643120,0
1373643180,0
1373643240,0
1373643300,0
1373643360,0
1373643840,0
1373643960,0
1373644020,0
1373644080,0
1373644140,0
1373644200,0
1373644320,0
1373644380,0
1373644440,0
1373644500,0
1373644560,0
1373644620,0
1373644680,0
1373644740,0
1373644800,0
1373644860,0
1373646180,0
1373646240,0
1373646300,0
1373646420,0
1373646480,0
1373646540,0
1373646600,0
1373646660,0
1373647020,0
1373647080,0
1373647140,0
1373647260,0
1373647320,0
1373647380,0
1373647440,0
1373647500,0
1373647560,0
1373647620,0
1373647680,0
1373647740,0
1373647800,0
1373647920,0
1373647980,0
1373648040,0
1373648100,0
1373648160,0
1373648220,0
1373648280,0
1373648340,0
1373648400,0
1373648460,0
1373648520,0
1373648580,0
1373648640,0
1373648700,0
1373648820,0
1373648880,0
1373648940,0
1373649000,0
1373649060,1
1373649180,2
1373649240,2
1373649300,2
1373649360,2
1373649420,1
1373649480,1
1373649540,0
1373649600,0
1373649720,0
1373649780,1
1373649840,1
1373649900,1
1373649960,1
1373650680,0
1373650740,1
1373650800,1
1373650860,1
1373650980,1
1373651040,1
1373651100,1
1373651160,1
1373652420,2
1373652480,2
1373652540,2
1373652600,2
1373652660,2
1373652720,2
1373652780,2
1373652840,2
1373652900,3
1373652960,3
1373653380,3
1373653440,3
1373653500,3
1373653560,3
1373653620,3
1373653680,3
1373653740,3
1373653800,3
1373653860,3
1373653920,3
1373653980,3
1373654040,3
1373654100,3
1373654220,3
1373654280,3
1373654340,3
1373654400,3
1373655840,3
1373655900,3
1373655960,3
1373656020,3
1373656080,3
1373656140,3
1373656200,3
1373656920,3
1373656980,3
1373657040,3
1373657100,3
1373657160,3
1373657220,3
1373657280,3
1373657340,3
1373657400,3
1373657520,3
1373657580,3
1373657640,3
1373657700,3
1373657760,3
1373657820,3
1373657880,3
1373657940,3
1373658000,3
1373658060,3
1373658120,3
1373658180,3
1373658240,3
1373658300,3
1373658360,3
1373658420,3
1373658480,3
1373658540,3
1373658600,3
1373658660,3
1373658720,3
1373658780,3
1373658840,3
1373658900,3
1373658960,3
1373659020,3
1373659140,3
1373659200,3
1373659260,3
1373659320,3
1373659380,3
1373659440,3
1373659500,3
1373659560,3
1373659620,3
1373659680,3
1373659740,3
1373659800,3
1373659860,3
1373659920,3
1373659980,3
1373660040,3
1373660100,3
1373660160,3
1373660220,3
1373660280,3
1373660340,3
1373660400,3
1373660460,3
1373660520,3
1373660580,3
1373660640,3
1373660700,3
1373660760,3
1373660820,3
1373660880,3
1373660940,3
1373661000,3
1373661060,3
1373661120,3
1373661180,3
1373661240,3
1373661300,3
1373661360,3
1373661420,3
1373661480,3
1373661540,3
1373661600,3
1373661660,3
1373661720,3
1373661780,3
1373661840,3
1373661960,3
1373662020,3
1373662080,3
1373662140,4
1373662200,4
1373662260,4
1373662320,4
1373662380,4
1373662440,4
1373662500,4
1373662560,4
1373662620,4
1373662680,4
1373662740,4
1373662800,4
1373665200,6
1373665620,5
1373665680,5
1373665740,5
1373665800,5
1373665860,5
1373665920,5
1373665980,4
1373666040,4
1373666100,4
1373666220,4
1373666280,4
1373666340,4
1373666400,4
1373666520,4
1373667120,4
1373667180,4
1373667300,4
1373667360,4
1373667480,4
1373667540,4
1373667600,4
1373667720,4
1373667840,4
1373667900,4
1373667960,4
1373668440,4
1373668500,4
1373668560,4
1373668620,4
1373668680,4
1373668740,4
1373668800,4
1373668860,4
1373668980,4
1373669040,4
1373669100,4
1373669220,4
1373669280,4
1373669340,4
1373669460,4
1373669520,4
1373669580,4
1373669640,4
1373669700,4
1373670420,4
1373670480,4
1373670540,4
1373670600,4
1373670660,4
1373670720,4
1373670780,4
1373670840,4
1373670900,4
1373670960,4
1373671020,4
1373671080,4
1373671140,4
1373671200,4
1373671260,4
1373671380,4
1373671440,4
1373671500,4
1373671560,4
1373671860,4
1373671920,4
1373671980,4
1373672100,4
1373672160,4
1373672220,4
1373672280,4
1373672340,4
1373672400,4
1373672460,4
1373672520,4
1373672580,4
1373672640,4
1373672700,4
1373672760,4
1373672820,4
1373672880,4
1373672940,4
1373673000,4
1373673060,4
1373673120,4
1373673180,4
1373673240,4
1373673300,4
1373673360,4
1373673420,4
1373673480,4
1373673540,4
1373673600,4
1373673720,4
1373673780,4
1373673840,4
1373673900,4
1373674020,4
1373674080,4
1373674140,4
1373674200,4
1373674260,4
1373674380,4
1373674440,4
1373674500,4
1373674560,4
1373674620,4
1373674680,4
1373674740,4
1373674800,4
1373674920,4
1373674980,4
1373675040,4
1373675100,4
1373675220,4
1373675280,4
1373675340,4
1373675400,4
1373675460,4
1373675520,4
1373675580,4
1373675640,4
1373675700,4
1373675760,4
1373675820,4
1373675880,4
1373675940,4
1373676000,4
1373676060,4
1373676120,4
1373676180,4
1373676240,4
1373676300,4
1373676420,4
1373676480,4
1373676540,4
1373676600,4
1373676720,4
1373676780,4
1373676840,4
1373676900,4
1373676960,4
1373677080,4
1373677140,4
1373677200,4
1373677260,4
1373677320,4
1373677380,4
1373677440,4
1373677500,4
1373677620,4
1373677680,4
1373677740,4
1373677800,4
1373677860,4
1373677920,5
1373677980,5
1373678040,5
1373678100,5
1373678160,5
1373678220,5
1373678280,5
1373678340,5
1373678400,5
1373678460,5
1373678520,5
1373678580,5
1373678640,5
1373678700,5
