datetime,available_bikes
1380922380,2
1380922500,2
1380922620,2
1380922740,2
1380922800,2
1380922920,2
1380922980,2
1380923040,2
1380923220,2
1380923280,2
1380923340,2
1380923400,2
1380923520,2
1380923700,2
1380923820,2
1380923880,2
1380923940,2
1380924000,2
1380924060,2
1380924240,2
1380924300,2
1380924420,2
1380924540,2
1380924600,2
1380924660,2
1380924720,2
1380924780,2
1380924840,2
1380924900,2
1380924960,2
1380925080,2
1380925140,2
1380925260,2
1380925320,2
1380925380,2
1380925440,2
1380925500,2
1380925560,2
1380925740,2
1380925800,2
1380925860,2
1380925920,1
1380926160,1
1380926280,1
1380926400,1
1380926460,1
1380926580,1
1380926760,1
1380926880,1
1380926940,1
1380927060,1
1380927120,1
1380927240,1
1380927300,1
1380927360,1
1380927480,1
1380927600,1
1380927660,1
1380927720,1
1380927780,1
1380927840,1
1380927900,1
1380927960,1
1380928020,1
1380928140,1
1380928260,1
1380928380,1
1380928560,1
1380928620,1
1380928740,1
1380928800,1
1380928860,1
1380928920,1
1380929040,1
1380929100,1
1380929220,1
1380929280,1
1380929340,1
1380929460,1
1380929520,1
1380929640,1
1380929760,1
1380929820,1
1380929940,1
1380930000,1
1380930120,1
1380930300,1
1380930360,1
1380930420,1
1380930480,1
1380930600,1
1380930660,1
1380930720,1
1380930780,1
1380930900,1
1380930960,1
1380931020,0
1380931140,1
1380931200,1
1380931320,1
1380931380,1
1380931440,1
1380931560,1
1380931680,1
1380931740,1
1380931860,1
1380931920,1
1380931980,1
1380932100,1
1380932220,1
1380932280,1
1380932340,1
1380932400,1
1380932460,1
1380932520,1
1380932640,1
1380932700,1
1380932820,1
1380932880,1
1380932940,1
1380933000,1
1380933120,1
1380933300,1
1380933360,1
1380933420,1
1380933480,1
1380933540,1
1380933720,1
1380933840,1
1380933900,1
1380933960,1
1380934080,0
1380934140,1
1380934200,1
1380934380,1
1380934440,1
1380934500,1
1380934560,1
1380934620,1
1380934680,1
1380934800,1
1380934980,1
1380935100,1
1380935160,1
1380935280,1
1380935340,1
1380935400,1
1380935460,1
1380935520,1
1380935580,1
1380935700,1
1380935760,1
1380935820,1
1380935940,1
1380936060,1
1380936120,1
1380936240,1
1380936300,1
1380936360,1
1380936420,1
1380936540,1
1380936720,1
1380936840,1
1380936960,1
1380937020,1
1380937080,1
1380937140,1
1380937200,1
1380937320,1
1380937440,1
1380937500,1
1380937560,1
1380937680,1
1380937740,1
1380937800,1
1380937860,1
1380937920,1
1380937980,1
1380938040,1
1380938100,1
1380938160,1
1380938280,1
1380938400,1
1380938460,1
1380938520,1
1380938640,1
1380938700,1
1380938820,1
1380939000,1
1380939060,1
1380939120,1
1380939180,1
1380939240,1
1380939300,1
1380939360,1
1380939420,2
1380939540,2
1380939660,2
1380939720,2
1380939840,2
1380939900,2
1380939960,2
1380940020,2
1380940080,2
1380940140,2
1380940200,2
1380940320,2
1380940380,2
1380940440,2
1380940560,2
1380940680,2
1380940800,2
1380940920,2
1380941040,2
1380941100,2
1380941160,2
1380941220,2
1380941280,2
1380941400,2
1380941520,2
1380941640,2
1380941700,2
1380941820,2
1380941880,2
1380941940,2
1380942000,2
1380942120,2
1380942180,2
1380942300,2
1380942360,2
1380942540,2
1380942600,2
1380942660,2
1380942720,2
1380942840,2
1380942900,2
1380942960,2
1380943020,2
1380943080,2
1380943200,2
1380943320,2
1380943440,2
1380943500,2
1380943560,2
1380943620,2
1380943740,2
1380943800,2
1380943920,2
1380943980,2
1380944040,1
1380944160,3
1380944220,3
1380944280,3
1380944340,3
1380944400,3
1380944460,3
1380944580,3
1380944640,3
1380944760,3
1380944820,3
1380944880,2
1380945000,2
1380945060,2
1380945120,2
1380945180,2
1380945300,2
1380945420,2
1380945480,2
1380945540,2
1380945660,0
1380945780,0
1380945840,0
1380945960,0
1380946020,0
1380946080,0
1380946140,0
1380946200,0
1380946320,0
1380946380,0
1380946440,0
1380946500,0
1380946560,0
1380946620,0
1380946680,0
1380946800,0
1380946920,0
1380946980,0
1380947040,0
1380999540,3
1380999660,3
1380999780,3
1380999840,3
1380999900,3
1381000020,3
1381000140,2
1381000200,2
1381000260,3
1381000320,3
1381000440,3
1381000560,3
1381000620,3
1381000680,3
1381000800,3
1381000860,2
1381000920,2
1381000980,2
1381001040,2
1381001220,2
1381001280,2
1381001400,1
1381001460,1
1381001640,2
1381001700,2
1381001760,2
1381001880,2
1381002000,2
1381002060,2
1381002180,2
1381002240,2
1381002300,2
1381002360,2
1381002420,2
1381002480,2
1381002540,3
1381002600,3
1381002660,3
1381002720,3
1381002780,2
1381002900,2
1381003020,2
1381003080,2
1381003140,2
1381003260,2
1381003380,2
1381003440,2
1381003560,2
1381003680,2
1381003740,2
1381003800,2
1381003860,2
1381003980,2
1381004040,2
1381004160,1
1381004280,2
1381004340,0
1381004400,2
1381004520,0
1381004580,1
1381004640,1
1381004700,0
1381004760,3
1381004820,2
1381004880,2
1381004940,2
1381005060,2
1381005120,2
1381005180,2
1381005240,2
1381005300,2
1381005360,2
1381005420,2
1381005480,2
1381005540,2
1381005600,2
1381005720,2
1381005780,2
1381005900,2
1381005960,2
